variant,lattice,run_id,phase,kind,status,elapsed_s,message,Cell Size,Strut Thickness,Shell Thickness,resp_lattice_volume,resp_envelope_volume,resp_mass,resp_surface_area,resp_max_stress,resp_max_displacement,resp_min_thickness,out_Solve Time,porosity,mass_g,stiffness_N_mm,E_app_GPa,max_stress_MPa,max_stress_peak_MPa,sf_yield,sf_fatigue,pore_um,pore_estimated,strut_mm,surface_area_mm2,specific_surface_1_mm,lattice_volume_mm3,max_displacement_mm,cell_mm,relative_density,pred_E_app_GPa,pred_porosity,pred_pore_um,pred_sf_yield,pred_sf_fatigue,pred_mass_g,pred_max_stress_MPa,pred_D,d_modulus,d_porosity,d_pore_size,d_sf_fatigue,d_sf_yield,d_strut,d_mass,d_surface_area,D,feasible,modulus_dev,resp_pore_size
fusion_cage_diamond,diamond,rsm_a74eb263,rsm,,cached,0.0,reused existing output,4.0,0.6,1.0,1604.2931,6000.0,7.106999999999999,6062.342,52.0442,0.0047313,0.6,76.9,0.7326178166666666,7.106999999999999,253630.08052755057,6.087121932661214,52.0442,86.74033333333333,10.952229066831656,6.725052935773824,2000.0,1.0,0.6,6062.342,3.7788244554564248,1604.2931,0.0047313,4.0,0.2673821833333334,,,,,,,,,0.9275252044892525,1.0,0.0,1.0,1.0,1.0,0.851820318495779,0.2983461304791153,0.0,False,3.087121932661214,
fusion_cage_diamond,diamond,rsm_b8b943bc,rsm,,cached,0.0,reused existing output,2.75,0.3,1.0,1331.7638,6000.0,5.8999999999999995,6213.558,54.9216,0.0049929,0.3,55.0,0.7780393666666667,5.8999999999999995,240341.28462416632,5.768190830979992,54.9216,91.536,10.378430344345395,6.372720386878751,1487.5,1.0,0.3,6213.558,4.665660682472373,1331.7638,0.0049929,2.75,0.22196063333333327,,,,,,,,,0.9487872779346671,0.8130708888888885,0.0,1.0,1.0,0.0,0.8952417498081351,0.3016917321789967,0.0,False,2.768190830979992,
fusion_cage_diamond,diamond,rsm_8f532dab,rsm,,cached,0.0,reused existing output,2.75,0.9,1.0,3365.5691,6000.0,14.909,14737.685,32.517,0.0025207,0.9,218.4,0.4390718166666666,14.909,476058.2377910898,11.425397706986155,32.517,54.19500000000001,17.529292370144844,10.763600578159116,887.5000000000001,1.0,0.9,14737.685,4.378957781612625,3365.5691,0.0025207,2.75,0.5609281833333334,,,,,,,,,0.5716401528675896,0.19535908333333302,0.5624999999999994,1.0,1.0,1.0,0.5711459132770529,0.49028509386827007,0.5070970488579492,True,8.425397706986155,
fusion_cage_diamond,diamond,rsm_25c19597,rsm,,cached,0.0,reused existing output,2.75,0.6,0.5,1811.561,6000.0,8.024999999999999,11407.519,67.0714,0.0060974,0.6,124.8,0.6980731666666666,8.024999999999999,196805.19565716534,4.723324695771969,67.0714,111.78566666666666,8.498406176104869,5.218319581818778,1187.5,1.0,0.6,11407.519,6.297065900623827,1811.561,0.0060974,2.75,0.30192683333333337,,,,,,,,,1.0,1.0,0.0,1.0,1.0,1.0,0.8187955679201843,0.4166063229016572,0.0,False,1.7233246957719688,
fusion_cage_diamond,diamond,rsm_4fe9a9c9,rsm,,cached,0.0,reused existing output,2.75,0.6,1.5,2581.7099,6000.0,11.437,9740.659,31.8624,0.0028966,0.6,124.1,0.5697150166666667,11.437,414278.80963888695,9.942691431333287,31.8624,53.104,17.889424525459475,10.984734357738274,1187.5,1.0,0.6,9740.659,3.7729486957461797,2581.7099,0.0028966,2.75,0.4302849833333333,,,,,,,,,0.6704872379111142,0.8485750833333335,0.0,1.0,1.0,1.0,0.6960499808135072,0.3797276219079505,0.0,False,6.942691431333287,
fusion_cage_diamond,diamond,lhs_ee6965f8,lhs,,cached,0.0,reused existing output,1.8253,0.3827,1.2128,2272.3132,6000.0,10.066,13786.603,38.4908,0.0034992,0.3827,116.9,0.6212811333333333,10.066,342935.5281207133,8.230452674897121,38.4908,64.15133333333334,14.808733515541375,9.09308198322716,803.7449999999999,1.0,0.3827,13786.603,6.067210717254998,2272.3132,0.0034992,1.8253,0.37871886666666665,,,,,,,,,0.784636488340192,1.0,0.9812750000000006,1.0,1.0,0.5513333333333332,0.7453712586339217,0.46924273356296753,0.8853734320814994,True,5.230452674897121,
fusion_cage_diamond,diamond,lhs_261f37a5,lhs,,cached,0.0,reused existing output,2.4875,0.826,1.4484,3647.8521,6000.0,16.16,15279.037,28.5529,0.0020977,0.826,222.0,0.39202465,16.16,572055.1079754016,13.729322591409638,28.5529,47.588166666666666,19.962945970461845,12.25794928010815,790.8749999999999,1.0,0.826,15279.037,4.188502324422638,3647.8521,0.0020977,2.4875,0.60797535,,,,,,,,,0.4180451605726908,0.0,1.0,1.0,1.0,1.0,0.5261415963161933,0.5022623196342884,0.0,False,10.729322591409638,
fusion_cage_diamond,diamond,lhs_f5a13a95,lhs,,cached,0.0,reused existing output,1.5237,0.604,0.9796,3988.0882,6000.0,17.666999999999998,30317.952,29.548,0.0019882,0.604,269.1,0.33531863333333334,17.666999999999998,603561.0099587567,14.485464239010163,29.548,49.24666666666667,19.290645728983346,11.845133342358197,386.4050000000001,1.0,0.604,30317.952,7.602126753365184,3988.0882,0.0019882,1.5237,0.6646813666666667,,,,,,,,,0.36763571739932244,0.0,0.43202500000000044,1.0,1.0,1.0,0.47192776285495014,0.8349931125951674,0.0,False,11.485464239010163,
fusion_cage_diamond,diamond,lhs_441a733c,lhs,,cached,0.0,reused existing output,3.3541,0.4557,0.6593,1193.846,6000.0,5.289000000000001,6737.044,77.8285,0.0070753,0.4557,69.1,0.8010256666666666,5.289000000000001,169604.11572654164,4.070498777437,77.8285,129.71416666666667,7.323795267800356,4.497067269701972,1724.4650000000001,1.0,0.4557,6737.044,5.6431432529823775,1193.846,0.0070753,3.3541,0.19897433333333336,,,,,,,,,1.0,0.6598288888888891,0.0,1.0,1.0,1.0,0.9172222755180353,0.313273678874215,0.0,False,1.0704987774369998,
fusion_cage_diamond,diamond,lhs_101ca8dd,lhs,,cached,0.0,reused existing output,2.7614,0.5823,1.0447,2139.6893,6000.0,9.479,10394.783,43.106,0.0039187,0.5823,117.1,0.6433851166666666,9.479,306224.00285809074,7.349376068594178,43.106,71.84333333333333,13.223217185542616,8.119519324455991,1212.61,1.0,0.5823,10394.783,4.858080563378992,2139.6893,0.0039187,2.7614,0.35661488333333335,,,,,,,,,0.8433749287603881,1.0,0.0,1.0,1.0,1.0,0.766488392171911,0.3941998891702325,0.0,False,4.349376068594178,
fusion_cage_diamond,diamond,lhs_7401a6a3,lhs,,cached,0.0,reused existing output,2.7396,0.3262,0.7696,1176.1431,6000.0,5.21,7072.509,69.657,0.0063325,0.3262,60.0,0.80397615,5.21,189498.61823924203,4.547966837741809,69.657,116.095,8.182953615573453,5.024620641141594,1454.54,1.0,0.3262,7072.509,6.0133065440761415,1176.1431,0.0063325,2.7396,0.19602385,,,,,,,,,1.0,0.640159,0.0,1.0,1.0,0.17466666666666664,0.9200642747505756,0.3206957259740637,0.0,False,1.547966837741809,
fusion_cage_diamond,diamond,lhs_c5d917f1,lhs,,cached,0.0,reused existing output,3.5234,0.8896,0.8859,2450.6061,6000.0,10.856,10073.94,41.2191,0.0037472,0.8896,151.4,0.5915656499999999,10.856,320239.1118701964,7.685738684884714,41.2191,68.6985,13.828540652270428,8.491209172446755,1400.6100000000001,1.0,0.8896,10073.94,4.110795284480847,2450.6061,0.0037472,3.5234,0.40843435000000006,,,,,,,,,0.820950754341019,0.9578282499999998,0.0,1.0,1.0,1.0,0.7169512663085187,0.3871013487631655,0.0,False,4.685738684884714,
fusion_cage_diamond,diamond,lhs_db5c0dc0,lhs,,cached,0.0,reused existing output,3.7623,0.5324,1.3851,1899.0339,6000.0,8.413,5741.097,38.9378,0.0035398,0.5324,72.4,0.68349435,8.413,339002.2035143228,8.136052884343746,38.9378,64.89633333333335,14.63873151539121,8.988694790152499,1913.0950000000003,1.0,0.5324,5741.097,3.023167200964659,1899.0339,0.0035398,3.7623,0.31650564999999997,,,,,,,,,0.7909298077104169,1.0,0.0,1.0,1.0,1.0,0.8048373944742901,0.29123869596108537,0.0,False,5.136052884343746,
fusion_cage_diamond,diamond,lhs_6ab4a643,lhs,,cached,0.0,reused existing output,2.1037,0.7467,0.5793,3442.5505,6000.0,15.25,21902.03,37.2333,0.0026027,0.7467,240.9,0.4262415833333334,15.25,461059.6688054713,11.065432051331312,37.2333,62.0555,15.308876731313099,9.400187466595762,620.7049999999999,1.0,0.7467,21902.03,6.362152131101635,3442.5505,0.0026027,2.1037,0.5737584166666666,,,,,,,,,0.5956378632445792,0.1312079166666669,1.0,1.0,1.0,1.0,0.5588785495011512,0.6487937491067172,0.5365798748108587,True,8.065432051331312,
fusion_cage_diamond,diamond,lhs_abc7ea44,lhs,,cached,0.0,reused existing output,3.1713,0.6974,1.1517,2327.6617,6000.0,10.312,9490.654,38.8146,0.0035286,0.6974,125.6,0.6120563833333333,10.312,340078.21799013775,8.161877231763306,38.8146,64.691,14.685195776846856,9.017225477011229,1363.9450000000002,1.0,0.6974,9490.654,4.077333918412628,2327.6617,0.0035286,3.1713,0.38794361666666666,,,,,,,,,0.7892081845491129,1.0,0.0,1.0,1.0,1.0,0.7365214888718342,0.3741963477505938,0.0,False,5.161877231763306,
fusion_cage_diamond,diamond,infill1_9525447c,infill1,exploit,cached,0.0,reused existing output,1.923,0.45,0.5,1983.0661,6000.0,8.785,16628.505,60.7671,0.0055243,0.45,137.3,0.6694889833333333,8.785,217222.0914867042,5.2133301956809,60.7671,101.2785,9.38007573176933,5.75969562477064,799.9500000000002,1.0,0.45,16628.505,8.385249992423349,1983.0661,0.0055243,1.923,0.3305110166666667,5.155625307785952,0.6631903187283489,799.9500000000002,8.82870552376513,5.421134970732975,8.952065488293178,64.56212617644485,0.9804297151777247,0.9857779869546067,1.0,1.0,1.0,1.0,1.0,0.7914548158096699,0.5321188324023525,0.9786387992542764,True,2.2133301956809,
fusion_cage_diamond,diamond,infill1_b3c2d15d,infill1,explore,cached,0.0,reused existing output,1.5584,0.5308,0.5024,3214.592,6000.0,14.241,27940.963,41.1258,0.002899,0.5308,227.0,0.4642346666666667,14.241,413935.83994480857,9.934460158675407,41.1258,68.54299999999999,13.859912755496552,8.510472744603145,482.16,1.0,0.5308,27940.963,8.69191580144541,3214.592,0.002899,1.5584,0.5357653333333333,7.51484775783677,0.4988007238738791,482.16,11.419920069896845,7.0122316218664835,13.321465848036878,49.9127836719744,0.7789453873447305,0.6710359894216396,0.32117333333333337,0.9108000000000002,1.0,1.0,1.0,0.5951769953952417,0.7824030530842727,0.6667162304166397,True,6.934460158675407,
fusion_cage_diamond,diamond,infill1_13132fc4,infill1,diversify,cached,0.0,reused existing output,1.5081,0.3437,0.8639,2165.7573,6000.0,9.594,19091.424,47.0202,0.0042746,0.3437,130.4,0.63904045,9.594,280728.0213353296,6.73747251204791,47.0202,78.367,12.122449500427475,7.443609342367748,636.565,1.0,0.3437,19091.424,8.81512623782914,2165.7573,0.0042746,1.5081,0.36095955,6.772258418006271,0.616442714065864,636.565,11.569403202932817,7.104019510572782,10.194764072183457,49.26788270768421,0.901065336129295,0.884168499196806,1.0,1.0,1.0,1.0,0.2913333333333334,0.7623513046815042,0.5866100634431832,0.9027057558997331,True,3.73747251204791,
fusion_cage_diamond,diamond,infill2_c634efae,infill2,exploit,failed,0.0,cached: ntopcl exit code 2; see ntopcl.log,1.5635,0.8717,0.985,,,,,,,,,,,,,,,,,,,,,,,,,,21.99571209968654,0.08966229305088469,144.57500000000002,24.274622100908296,14.905469711084042,24.196289349752423,23.481313020262096,0.0,,,,,,,,,,False,,
fusion_cage_diamond,diamond,infill2_4c02b1eb,infill2,explore,cached,0.0,reused existing output,2.1796,0.5108,0.8075,2204.24,6000.0,9.764999999999999,14071.568,47.4962,0.0043178,0.5108,136.7,0.6326266666666667,9.764999999999999,277919.31076010934,6.670063458242624,47.4962,79.16033333333334,12.000960076806143,7.369010573477457,905.94,1.0,0.5108,14071.568,6.383863826080645,2204.24,0.0043178,2.1796,0.36737333333333333,7.146807891968334,0.615950115384605,905.94,12.424385552473447,7.629008672571415,10.208019496430314,45.877520267915735,0.792871185354825,0.8886624361171584,1.0,0.4702999999999997,1.0,1.0,1.0,0.7561996354566385,0.4755474856289309,0.8010509674279133,True,3.670063458242624,
fusion_cage_diamond,diamond,verify_3884fea6,verify,optimum,cached,0.0,reused existing output,1.9226,0.4497,0.5,1970.934,6000.0,8.731,16795.029,61.117,0.0055561,0.4497,136.4,0.671511,8.731,215978.83407426073,5.183492017782258,61.117,101.86166666666666,9.326374003959618,5.726720879624327,799.9900000000002,1.0,0.4497,16795.029,8.521355357409227,1970.934,0.0055561,1.9226,0.32848900000000003,5.210277688197768,0.6696993860825518,799.9900000000002,9.374626694274367,5.756349724554436,8.779406725151148,60.80242110847276,0.9789185350420005,0.9877671988145162,1.0,1.0,1.0,1.0,0.9979999999999999,0.7933974481964696,0.535803118307753,0.979335556135881,True,2.1834920177822577,
fusion_cage_diamond,diamond,verify_bebb9cb6,verify,alt1,cached,0.0,reused existing output,1.6506,0.3847,0.5362,1973.5474,6000.0,8.743,19164.289,59.703,0.0054275,0.3847,134.6,0.6710754333333333,8.743,221096.26900046063,5.306310456011055,59.703,99.505,9.547258931711974,5.862351975612616,688.19,1.0,0.3847,19164.289,9.710579538145373,1973.5474,0.0054275,1.6506,0.3289245666666667,5.207930394876764,0.6721931945828729,688.19,9.201540279557944,5.650068592711019,8.712948604219282,61.94615060983938,0.958659938056708,0.9795793029325963,1.0,1.0,1.0,1.0,0.5646666666666665,0.7929657521105141,0.5882221763668279,0.9566641129310105,True,2.3063104560110554,
fusion_cage_diamond,diamond,verify_dcb2808c,verify,alt2,cached,0.0,reused existing output,1.7971,0.4295,0.6479,2125.9979,6000.0,9.418,17415.007,52.8382,0.0048035,0.4295,139.8,0.6456670166666667,9.418,249817.84115748934,5.995628187779744,52.8382,88.06366666666666,10.787649844241477,6.6239955183938894,738.615,1.0,0.4295,17415.007,8.191450706512928,2125.9979,0.0048035,1.7971,0.3543329833333333,6.054259748864892,0.642296295334721,738.615,10.770045210999843,6.613185655877096,9.507746830514868,52.92456891618598,0.9562447588917256,0.9336247874813505,1.0,1.0,1.0,1.0,0.8633333333333333,0.768682847275518,0.5495199171298955,0.9572237489205605,True,2.9956281877797437,
fusion_cage_gyroid,gyroid,screen_ff8427a1,screen,,cached,0.0,reused existing output,1.5,0.3,0.5,3204.7933,6000.0,14.197,24469.204,28.7303,0.0020851,0.3,226.3,0.46586778333333334,14.197,575511.9658529568,13.81228718047096,28.7303,47.883833333333335,19.8396814512901,12.182260540265851,525.0,0.0,0.3,24469.204,7.635189451999916,3204.7933,0.0020851,1.5,0.5341322166666667,,,,,,,,,0.4125141879686026,0.32933891666666665,1.0,1.0,1.0,0.0,0.5967598810437452,0.7055915859645325,0.0,False,10.81228718047096,0.525
fusion_cage_gyroid,gyroid,screen_67b2dd89,screen,,cached,0.0,reused existing output,1.5,0.3,1.5,3730.3962,6000.0,16.526,20711.329,23.564,0.0016248,0.3,226.9,0.3782673,16.526,738552.4372230428,17.725258493353028,23.564,39.27333333333333,24.189441520964184,14.853165846206076,525.0,0.0,0.3,20711.329,5.552045383275911,3730.3962,0.0016248,1.5,0.6217327,,,,,,,,,0.1516494337764648,0.0,1.0,1.0,1.0,0.0,0.512974865694551,0.622449901301918,0.0,False,14.725258493353028,0.525
fusion_cage_gyroid,gyroid,screen_c3241ff0,screen,,failed,0.0,cached: ntopcl exit code 2; see ntopcl.log,1.5,0.9,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,
fusion_cage_gyroid,gyroid,screen_bf965670,screen,,failed,0.0,cached: ntopcl exit code 2; see ntopcl.log,1.5,0.9,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,
fusion_cage_gyroid,gyroid,screen_1ec857f9,screen,,cached,0.0,reused existing output,4.0,0.3,0.5,1660.0037,6000.0,7.354,10538.969,72.3542,0.0045934,0.3,113.8,0.7233327166666667,7.354,261244.39413070926,6.269865459137022,72.3542,120.59033333333335,7.87791171763353,4.837314212581992,1900.0,0.0,0.3,10538.969,6.348762355168244,1660.0037,0.0045934,4.0,0.27666728333333335,,,,,,,,,0.9153423027241985,1.0,0.0,1.0,1.0,0.0,0.8429345740598619,0.3973899545515355,0.0,False,3.269865459137022,1.9
fusion_cage_gyroid,gyroid,screen_1caa006a,screen,,cached,0.0,reused existing output,4.0,0.3,1.5,2499.1116,6000.0,11.071,8843.411,40.8126,0.0025568,0.3,116.7,0.5834813999999999,11.071,469336.67083854816,11.264080100125156,40.8126,68.02100000000002,13.966275120918537,8.575782968985068,1900.0,0.0,0.3,8843.411,3.538621884672937,2499.1116,0.0025568,4.0,0.41651860000000007,,,,,,,,,0.5823946599916563,0.9174069999999998,0.0,1.0,1.0,0.0,0.7092167114351496,0.359876320233424,0.0,False,8.264080100125156,1.9
fusion_cage_gyroid,gyroid,screen_1dd3a361,screen,,cached,0.0,reused existing output,4.0,0.9,0.5,3431.7333,6000.0,15.203,10329.718,26.2105,0.0018917,0.9,242.9,0.42804445,15.203,634350.0555056299,15.224401332135116,26.2105,43.68416666666667,21.7470097861544,13.353427061673758,1300.0,0.0,0.9,10329.718,3.0100585030893865,3431.7333,0.0018917,4.0,0.57195555,,,,,,,,,0.3183732445243256,0.14022225000000002,0.0,1.0,1.0,1.0,0.5605693591711435,0.39276034854885133,0.0,False,12.224401332135116,1.3
fusion_cage_gyroid,gyroid,screen_bf65566c,screen,,cached,0.0,reused existing output,4.0,0.9,1.5,3919.6478,6000.0,17.364,8877.959,21.7316,0.001541,0.9,243.8,0.34672536666666665,17.364,778715.1200519144,18.689162881245945,21.7316,36.21933333333333,26.22908575530564,16.105578972556092,1300.0,0.0,0.9,8877.959,2.2649889615082253,3919.6478,0.001541,4.0,0.6532746333333334,,,,,,,,,0.08738914125027032,0.0,0.0,1.0,1.0,1.0,0.48282808902532615,0.3606406827845264,0.0,False,15.689162881245945,1.3
fusion_cage_gyroid,gyroid,screen_ad275d17,screen,,cached,0.0,reused existing output,2.75,0.6,1.0,3599.5759,6000.0,15.945999999999998,13350.978,23.7004,0.0017442,0.6,237.2,0.4000706833333334,15.945999999999998,687994.4960440317,16.511867905056757,23.7004,39.50066666666666,24.050227000388183,14.767683245852393,912.5,0.0,0.6,13350.978,3.7090419457469976,3599.5759,0.0017442,2.75,0.5999293166666666,,,,,,,,,0.23254213966288287,0.0003534166666668837,0.4375,1.0,1.0,1.0,0.533840176515733,0.4596046811048226,0.09107197013622122,True,13.511867905056757,0.9125
fusion_cage_gyroid,gyroid,rsm_973dea26,rsm,,cached,0.0,reused existing output,1.5,0.6,1.0,5213.9501,6000.0,23.098,22220.027,15.9336,0.0010612,0.6,366.9,0.13100831666666668,23.098,1130795.3260459858,27.13908782510366,15.9336,26.556,35.77345985841241,21.96615956218306,225.0,0.0,0.6,22220.027,4.261649339528585,5213.9501,0.0010612,1.5,0.8689916833333333,,,,,,,,,0.0,0.0,0.0,1.0,1.0,1.0,0.2765493092862625,0.6558293227481121,0.0,False,24.13908782510366,0.225
fusion_cage_gyroid,gyroid,rsm_a74eb263,rsm,,cached,0.0,reused existing output,4.0,0.6,1.0,2990.046,6000.0,13.246,9693.736,29.8228,0.0022296,0.6,188.2,0.5016590000000001,13.246,538213.1324004306,12.917115177610334,29.8228,49.70466666666667,19.11289349088617,11.735987231245891,1600.0,0.0,0.6,9693.736,3.242002296954629,2990.046,0.0022296,4.0,0.4983409999999999,,,,,,,,,0.4721923214926444,0.5082950000000004,0.0,1.0,1.0,1.0,0.6309717958557175,0.37868946676191084,0.0,False,9.917115177610334,1.6
fusion_cage_gyroid,gyroid,rsm_b8b943bc,rsm,,cached,0.0,reused existing output,2.75,0.3,1.0,2503.5153,6000.0,11.091,13297.333,38.9138,0.0027464,0.3,149.2,0.5827474500000001,11.091,436935.6248179435,10.486454995630643,38.9138,64.85633333333334,14.647759920645116,8.994238547764546,1212.5,0.0,0.3,13297.333,5.311464643335713,2503.5153,0.0027464,2.75,0.41725254999999994,,,,,,,,,0.6342363336246238,0.9137372500000004,0.0,1.0,1.0,0.0,0.7084972179585571,0.4584178040336785,0.0,False,7.486454995630643,1.2125
fusion_cage_gyroid,gyroid,rsm_8f532dab,rsm,,cached,0.0,reused existing output,2.75,0.9,1.0,4469.3394,6000.0,19.799,13482.321,18.8943,0.0012839,0.9,307.1,0.2551101,19.799,934652.2314822028,22.431653555572865,18.8943,31.490500000000004,30.167828392689856,18.52410515340605,612.5,0.0,0.9,13482.321,3.0166250072661747,4469.3394,0.0012839,2.75,0.7448899,,,,,,,,,0.0,0.0,1.0,1.0,1.0,1.0,0.3952297582501918,0.46251059955305246,0.0,False,19.431653555572865,0.6125
fusion_cage_gyroid,gyroid,rsm_25c19597,rsm,,cached,0.0,reused existing output,2.75,0.6,0.5,3295.6389,6000.0,14.6,14244.337,27.8529,0.0019875,0.6,233.0,0.45072685,14.6,603773.5849056604,14.49056603773585,27.8529,46.4215,20.464655385974172,12.56601646507186,912.5,0.0,0.6,14244.337,4.3221777118846365,3295.6389,0.0019875,2.75,0.54927315,,,,,,,,,0.3672955974842767,0.25363425,0.4375,1.0,1.0,1.0,0.5822620874904068,0.4793699399994129,0.4450014370276056,True,11.49056603773585,0.9125
fusion_cage_gyroid,gyroid,rsm_4fe9a9c9,rsm,,cached,0.0,reused existing output,2.75,0.6,1.5,3787.6756,6000.0,16.779,12324.923,22.2585,0.0016155,0.6,232.0,0.36872073333333333,16.779,742804.0854224699,17.827298050139277,22.2585,37.0975,25.608194622279132,15.724330031224026,912.5,0.0,0.6,12324.923,3.2539542193106508,3787.6756,0.0016155,2.75,0.6312792666666667,,,,,,,,,0.14484679665738157,0.0,0.4375,1.0,1.0,1.0,0.5038732732156561,0.436903569104956,0.0,False,14.827298050139277,0.9125
