variant,lattice,run_id,phase,kind,status,elapsed_s,message,Cell Size,Strut Thickness,Shell Thickness,resp_lattice_volume,resp_envelope_volume,resp_mass,resp_surface_area,resp_max_stress,resp_max_displacement,resp_min_thickness,out_Solve Time,porosity,mass_g,stiffness_N_mm,E_app_GPa,max_stress_MPa,max_stress_peak_MPa,sf_yield,sf_fatigue,pore_um,pore_estimated,strut_mm,surface_area_mm2,specific_surface_1_mm,lattice_volume_mm3,max_displacement_mm,cell_mm,relative_density,d_modulus,d_porosity,d_pore_size,d_sf_fatigue,d_sf_yield,d_strut,d_mass,d_surface_area,D,feasible,modulus_dev,resp_pore_size,pred_E_app_GPa,pred_porosity,pred_pore_um,pred_sf_yield,pred_sf_fatigue,pred_mass_g,pred_max_stress_MPa,pred_D
fusion_cage_kelvin,kelvin,infill1_547b85db,infill1,exploit,cached,0.0,reused existing output,2.0833,0.45,0.5,2018.028,6000.0,8.94,17372.322,73.0032,0.0053055,0.45,139.9,0.663662,8.94,226180.37885213457,5.4283290924512295,73.0032,121.67200000000003,7.807876914984547,4.794310386394021,799.9799999999999,1.0,0.45,17372.322,8.608563409427422,2018.028,0.0053055,2.0833,0.336338,0.9714447271699181,1.0,1.0,1.0,1.0,1.0,0.7780208851317753,0.5485755262680856,0.9746080232105948,True,2.4283290924512295,,5.691173806899111,0.6445741260517942,799.9799999999999,8.054530961059077,4.945764625211714,9.447148872022288,70.76762169712383,0.9699066753526958
fusion_cage_kelvin,kelvin,verify_infill1_547b85db,verify,optimum,cached,0.0,same design as infill1_547b85db,2.0833,0.45,0.5,2018.028,6000.0,8.94,17372.322,73.0032,0.0053055,0.45,139.9,0.663662,8.94,226180.37885213457,5.4283290924512295,73.0032,121.67200000000003,7.807876914984547,4.794310386394021,799.9799999999999,1.0,0.45,17372.322,8.608563409427422,2018.028,0.0053055,2.0833,0.336338,0.9714447271699181,1.0,1.0,1.0,1.0,1.0,0.7780208851317753,0.5485755262680856,0.9746080232105948,True,2.4283290924512295,,5.4286104594034725,0.6636405472500635,799.9799999999999,7.8081840141686225,4.794498956068453,8.940569882505939,73.00032875322685,0.9746028167272773
fusion_cage_kelvin,kelvin,verify_1b3b503a,verify,alt2,cached,0.0,reused existing output,1.8746,0.4004,0.6,2086.1442,6000.0,9.242,18748.282,66.0857,0.0048257,0.4004,139.4,0.6523093,9.242,248668.58694075473,5.968046086578115,66.0857,110.14283333333333,8.625163991604841,5.29615332817841,724.36,1.0,0.4004,18748.282,8.987049888497639,2086.1442,0.0048257,1.8746,0.3476907,0.9354635942281256,1.0,1.0,1.0,1.0,0.6693333333333331,0.7667578319244156,0.5790181653735298,0.9490318187402031,True,2.9680460865781146,,6.0590478071559515,0.6418069282047818,724.36,8.649470437596854,5.311078338875261,9.520841303213889,65.89998822614247,0.9475177299110695
fusion_cage_octet,octet,prior_fusion_cage_octet_output,prior,,ok,0.0,imported,3.0,0.6,1.0,2243.1034,6000.0,9.937,10966.974,37.2659,0.0033878,0.6,128.2,0.6261494333333333,9.937,354212.1730916819,8.501092154200366,37.2659,62.109833333333334,15.295484611937455,9.391964235400192,1050.0000000000002,1.0,0.6,10966.974,4.889196815447741,2243.1034,0.0033878,3.0,0.3738505666666667,0.7665938563866422,1.0,0.0,1.0,1.0,1.0,0.7408378915962208,0.4068594171451615,0.0,False,5.501092154200366,,,,,,,,,
fusion_cage_octet,octet,screen_ff8427a1,screen,,cached,0.0,reused existing output,1.5,0.3,0.5,1835.0084,6000.0,8.129000000000001,21574.813,52.4102,0.0047646,0.3,126.5,0.6941652666666667,8.129000000000001,251857.44868404482,6.044578768417075,52.4102,87.35033333333334,10.875745560978588,6.678089379548256,525.0000000000001,1.0,0.3,21574.813,11.75733745959964,1835.0084,0.0047646,1.5,0.30583473333333333,0.9303614154388616,1.0,1.0,1.0,1.0,0.0,0.8082670313276976,0.6415541861541849,0.0,False,3.0445787684170753,,,,,,,,,
fusion_cage_octet,octet,screen_67b2dd89,screen,,cached,0.0,reused existing output,1.5,0.3,1.5,2623.3858,6000.0,11.622,17635.35,28.6403,0.0026037,0.3,127.8,0.5627690333333333,11.622,460882.5901601567,11.061182163843762,28.6403,47.73383333333333,19.902026165927033,12.220542382586775,525.0000000000001,1.0,0.3,17635.35,6.7223623761324,2623.3858,0.0026037,1.5,0.4372309666666667,0.5959211890770825,0.8138451666666665,1.0,1.0,1.0,0.0,0.6779960218796619,0.5543949297962599,0.0,False,8.061182163843762,,,,,,,,,
fusion_cage_octet,octet,screen_c3241ff0,screen,,failed,0.0,cached: ntopcl exit code 2; see ntopcl.log,1.5,0.9,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,
fusion_cage_octet,octet,screen_bf965670,screen,,failed,0.0,cached: ntopcl exit code 2; see ntopcl.log,1.5,0.9,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,
fusion_cage_octet,octet,screen_1ec857f9,screen,,cached,0.0,reused existing output,4.0,0.3,0.5,711.0421,6000.0,3.15,4864.728,122.4723,0.0089658,0.3,44.6,0.8814929833333334,3.15,133841.93267750787,3.2122063842601887,122.4723,204.1205,4.654113624060298,2.857789067405446,1900.0000000000002,1.0,0.3,4864.728,6.8416877144124095,711.0421,0.0089658,4.0,0.11850701666666663,1.0,0.12338011111111101,0.0,1.0,1.0,0.0,0.9939582297364495,0.2718493349402715,0.0,False,0.21220638426018867,,,,,,,,,
fusion_cage_octet,octet,screen_1caa006a,screen,,cached,0.0,reused existing output,4.0,0.3,1.5,1697.9591,6000.0,7.522,4289.637,44.0445,0.0032891,0.3,45.0,0.7170068166666667,7.522,364841.4459882643,8.756194703718341,44.0445,73.4075,12.941456935599223,7.94650864466619,1900.0000000000002,1.0,0.3,4289.637,2.526348838437863,1697.9591,0.0032891,4.0,0.28299318333333334,0.7495870197521106,1.0,0.0,1.0,1.0,0.0,0.8309050223769269,0.2591256454683472,0.0,False,5.756194703718341,,,,,,,,,
fusion_cage_octet,octet,screen_1dd3a361,screen,,cached,0.0,reused existing output,4.0,0.9,0.5,2150.9492,6000.0,9.529,10392.912,46.8982,0.0042635,0.9,149.6,0.6415084666666666,9.529,281458.89527383604,6.755013486572064,46.8982,78.16366666666667,12.15398458789463,7.462972992566878,1300.0000000000002,1.0,0.9,10392.912,4.8317793837251015,2150.9492,0.0042635,4.0,0.3584915333333334,0.8829991008951957,1.0,0.0,1.0,1.0,1.0,0.7560542018896071,0.3941584939423435,0.0,False,3.7550134865720644,,,,,,,,,
fusion_cage_octet,octet,screen_bf65566c,screen,,cached,0.0,reused existing output,4.0,0.9,1.5,2871.9435,6000.0,12.723,8677.311,27.2521,0.0024775,0.9,150.1,0.5213427500000001,12.723,484359.2330978809,11.624621594349142,27.2521,45.42016666666667,20.91581933135428,12.84304695784912,1300.0000000000002,1.0,0.9,8677.311,3.0214072804705245,2871.9435,0.0024775,4.0,0.4786572499999999,0.5583585603767239,0.6067137500000004,0.0,1.0,1.0,1.0,0.6369343610144207,0.35620141518137716,0.0,False,8.624621594349142,,,,,,,,,
fusion_cage_octet,octet,screen_ad275d17,screen,,cached,0.0,reused existing output,2.75,0.6,1.0,2413.7124,6000.0,10.693,12410.882,35.4327,0.0032212,0.6,141.9,0.5977146,10.693,372531.97566124424,8.94076741586986,35.4327,59.0545,16.086835042206776,9.877881166267318,912.5000000000002,1.0,0.6,12410.882,5.141823027465907,2413.7124,0.0032212,2.75,0.4022854,0.7372821722753427,0.988573,0.4374999999999989,1.0,1.0,1.0,0.7126429636996519,0.43880538224986193,0.7414981899372537,True,5.9407674158698605,,,,,,,,,
fusion_cage_octet,octet,rsm_973dea26,rsm,,cached,0.0,reused existing output,1.5,0.6,1.0,4711.3789,6000.0,20.871000000000002,37389.438,20.4313,0.0018574,0.6,326.5,0.21477018333333342,20.871000000000002,646064.3910843114,15.505545386023474,20.4313,34.052166666666665,27.89837161609883,17.130579062516823,225.00000000000009,1.0,0.6,37389.438,7.935986214142107,4711.3789,0.0018574,1.5,0.7852298166666666,0.29963030759843506,0.0,0.0,1.0,1.0,1.0,0.33305569368473387,0.9914472945751676,0.0,False,12.505545386023474,,,,,,,,,
fusion_cage_octet,octet,rsm_a74eb263,rsm,,cached,0.0,reused existing output,4.0,0.6,1.0,1727.4155,6000.0,7.652,6879.691,44.1733,0.0040158,0.6,86.8,0.7120974166666667,7.652,298819.66233378154,7.171671896010756,44.1733,73.62216666666666,12.903722384336241,7.923338306171376,1600.0,1.0,0.6,6879.691,3.9826498025518466,1727.4155,0.0040158,4.0,0.2879025833333333,0.8552218735992828,1.0,0.0,1.0,1.0,1.0,0.8260566882148185,0.3164296944128021,0.0,False,4.171671896010756,,,,,,,,,
fusion_cage_octet,octet,rsm_b8b943bc,rsm,,cached,0.0,reused existing output,2.75,0.3,1.0,1400.4292,6000.0,6.204000000000001,7239.141,51.6365,0.0044698,0.3,60.6,0.7665951333333333,6.204000000000001,268468.38784733095,6.443241308335943,51.6365,86.06083333333333,11.038703242861153,6.778151114037551,1212.5000000000002,1.0,0.3,7239.141,5.169230261694057,1400.4292,0.0044698,2.75,0.2334048666666667,0.9037839127776038,0.889365777777778,0.0,1.0,1.0,0.0,0.880059671805072,0.32438240134211105,0.0,False,3.443241308335943,,,,,,,,,
fusion_cage_octet,octet,rsm_8f532dab,rsm,,cached,0.0,reused existing output,2.75,0.9,1.0,3636.2433,6000.0,16.108999999999998,18054.606,25.9713,0.002361,0.9,240.1,0.39395945,16.108999999999998,508259.2121982211,12.198221092757306,25.9713,43.2855,21.94730336948863,13.476414349686,612.5000000000001,1.0,0.9,18054.606,4.965180960250927,3636.2433,0.002361,2.75,0.60604055,0.5201185938161796,0.0,1.0,1.0,1.0,1.0,0.5106539035305818,0.5636708237908471,0.0,False,9.198221092757306,,,,,,,,,
fusion_cage_octet,octet,rsm_25c19597,rsm,,cached,0.0,reused existing output,2.75,0.6,0.5,2044.9183,6000.0,9.059,13406.715,48.0626,0.0043693,0.6,141.8,0.6591802833333333,9.059,274643.5355777814,6.591444853866753,48.0626,80.10433333333334,11.859533192128598,7.282169503938613,912.5000000000002,1.0,0.6,13406.715,6.556112779664596,2044.9183,0.0043693,2.75,0.34081971666666666,0.893903676408883,1.0,0.4374999999999989,1.0,1.0,1.0,0.7735827946295375,0.46083784295242003,0.7896660891591755,True,3.5914448538667534,,,,,,,,,
fusion_cage_octet,octet,rsm_4fe9a9c9,rsm,,cached,0.0,reused existing output,2.75,0.6,1.5,2768.2716,6000.0,12.263,11272.749,27.9083,0.0025371,0.6,140.8,0.5386214,12.263,472980.9625162587,11.35154310039021,27.9083,46.51383333333333,20.424031560503508,12.541072010835485,912.5000000000002,1.0,0.6,11272.749,4.072125365155644,2768.2716,0.0025371,2.75,0.46137859999999997,0.5765637933073193,0.6931070000000001,0.4374999999999989,1.0,1.0,1.0,0.6540900049726505,0.4136245832637021,0.6351705042660296,True,8.35154310039021,,,,,,,,,
fusion_cage_octet,octet,infill1_9ad13048,infill1,exploit,cached,0.0,reused existing output,2.2727,0.45,0.5,1808.1567,6000.0,8.01,14775.326,52.9047,0.0048095,0.45,124.6,0.69864055,8.01,249506.18567418648,5.988148456180475,52.9047,88.1745,10.774090014686786,6.615669307263816,799.9850000000001,1.0,0.45,14775.326,8.17148535854221,1808.1567,0.0048095,2.2727,0.30135945,0.934123436254635,1.0,1.0,1.0,1.0,1.0,0.8127051218299353,0.4911178879746162,0.9619304120757765,True,2.9881484561804754,,5.99080356443388,0.6825209587486155,799.9850000000001,10.94567652988222,6.721029448173294,8.438547251676322,52.07535582143988,0.9627442902509235
fusion_cage_octet,octet,verify_infill1_9ad13048,verify,optimum,cached,0.0,same design as infill1_9ad13048,2.2727,0.45,0.5,1808.1567,6000.0,8.01,14775.326,52.9047,0.0048095,0.45,124.6,0.69864055,8.01,249506.18567418648,5.988148456180475,52.9047,88.1745,10.774090014686786,6.615669307263816,799.9850000000001,1.0,0.45,14775.326,8.17148535854221,1808.1567,0.0048095,2.2727,0.30135945,0.934123436254635,1.0,1.0,1.0,1.0,1.0,0.8127051218299353,0.4911178879746162,0.9619304120757765,True,2.9881484561804754,,5.989838491338288,0.698621623874421,799.9850000000001,10.774180775959355,6.6157250378697805,8.0105032127339,52.9042543329004,0.9618967794426975
fusion_cage_octet,octet,verify_e9b7c750,verify,alt1,cached,0.0,reused existing output,2.0633,0.3776,0.5002,1629.5504,6000.0,7.218999999999999,15210.979,57.4951,0.0052268,0.3776,111.6,0.7284082666666667,7.218999999999999,229585.97994949107,5.510063518787785,57.4951,95.82516666666666,9.913888313960669,6.087475280502164,757.2150000000001,1.0,0.3776,15210.979,9.334463665560758,1629.5504,0.0052268,2.0633,0.2715917333333333,0.9659957654141477,1.0,1.0,1.0,1.0,0.5173333333333333,0.8422053704624565,0.500756559923077,0.9474237738572371,True,2.510063518787785,,5.67259986421109,0.7211468138442041,757.2150000000001,10.219971747758546,6.275421248623668,7.411797870014459,55.77314830885056,0.9445749411780846
